%%-*- text -*-
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE data set made publicly available in order to encourage
% repeatable, verifiable, refutable, and/or improvable predictive models
% of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://code.google.com/p/promisedata/ .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% 1. Title/Topic: PC4/ defect prediction
%
% (c) 2007 : Tim Menzies  : tim@menzies.us 
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
% Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
% Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
%      license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
%      the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
%      this license impairs or restricts the author's moral rights.
 
% For more deatils on this data set, see 
% http://promisedata.org/repository/data/kc2/kc2.arff

@relation pc4
 
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute C {FALSE,TRUE}

@data
18,1,0,18,0,24,22,50,61,111,613.12,0.04,22.92,14050.56,0.2,780.59,15,10,2,24,12,8,0.44,2.4,5,0.63,0.4,0,29,5,0.57,26.75,0.63,7,23,20,0,FALSE
155,101,7,143,12,103,34,271,333,604,4287.21,0.02,44.73,191759.06,1.43,10653.28,46,28,1,66,33,26,0.17,2.36,11,0.42,0.1,2,89,17,0.64,95.85,0.65,19,65,264,11.73,FALSE
49,19,8,49,0,63,23,140,186,326,2094.96,0.04,25.56,53537.93,0.7,2974.33,19,18,7,36,18,10,0.2,2,10,1,0.13,1,45,3,0.22,81.98,0.3,9,37,77,14.04,FALSE
23,12,0,23,0,27,15,44,57,101,544.62,0.08,12.22,6656.52,0.18,369.81,7,6,1,12,6,4,0.17,2,4,1,0.11,1,12,1,0,44.56,0.25,3,10,36,0,TRUE
51,9,8,51,0,34,18,54,82,136,775.26,0.07,14.29,11081.65,0.26,615.65,15,14,3,28,14,8,0.16,2,4,0.5,0.12,4,29,5,0.57,54.24,0.63,7,23,69,13.56,FALSE
52,24,29,41,11,39,19,81,143,224,1312.19,0.05,19.73,25890.47,0.44,1438.36,7,6,2,12,6,4,0.08,2,1,0.25,0.04,0,28,1,0,66.5,0.25,3,26,106,49.38,FALSE
5,2,0,5,0,8,13,10,16,26,114.2,0.12,8.13,927.88,0.04,51.55,3,2,1,4,2,2,0.4,2,2,1,0.25,0,5,1,0,14.06,0.5,1,5,8,0,FALSE
18,8,10,18,0,23,18,35,48,83,444.68,0.07,13.7,6090.14,0.15,338.34,5,2,3,6,3,3,0.17,3,2,0.67,0.08,1,11,3,1,32.47,1,2,10,37,35.71,FALSE
152,14,0,152,0,104,66,853,1281,2134,15811.64,0,270.66,4279633.01,5.27,237757.4,72,36,10,72,36,53,0.35,2,43,0.81,0.3,3,249,1,0,58.42,0.02,18,198,174,0,FALSE
8,1,0,8,0,7,13,16,21,37,159.91,0.07,14.86,2375.83,0.05,131.99,5,4,1,8,4,3,0.38,2,2,0.67,0.3,0,10,3,1,10.76,1,2,9,10,0,FALSE
20,0,0,20,0,13,20,57,92,149,751.61,0.02,43.85,32955.41,0.25,1830.86,9,8,1,16,8,5,0.25,2,4,0.8,0.24,0,22,1,0,17.14,0.2,4,19,21,0,FALSE
12,1,0,11,1,7,6,14,17,31,114.71,0.17,6,688.28,0.04,38.24,3,2,0,4,2,2,0.17,2,1,0.5,0.14,1,6,1,0,19.12,0.5,1,6,14,8.33,FALSE
32,9,12,27,5,31,17,68,79,147,820.99,0.05,18.65,15307.48,0.27,850.42,11,10,3,20,10,6,0.19,2,4,0.67,0.11,0,23,1,0,44.03,0.17,5,19,54,38.64,FALSE
8,1,0,8,0,4,13,13,31,44,179.85,0.05,21.12,3799.3,0.06,211.07,13,8,0,20,10,7,0.88,2.5,1,0.14,0.7,0,21,6,0.83,8.51,0.86,6,16,10,0,FALSE
14,4,1,14,0,10,12,21,23,44,196.21,0.08,12.6,2472.31,0.07,137.35,5,4,1,8,4,3,0.21,2,2,0.67,0.15,1,11,1,0,15.57,0.33,2,10,20,6.67,FALSE
117,37,48,116,1,69,25,157,328,485,3178.98,0.04,28.44,90416.52,1.06,5023.14,48,40,0,80,40,27,0.23,2,1,0.04,0.13,4,93,13,0.46,111.77,0.48,20,68,203,29.7,FALSE
29,9,6,29,0,27,18,72,87,159,873.2,0.04,24,20956.91,0.29,1164.27,11,6,2,16,8,6,0.21,2.67,2,0.33,0.11,0,30,5,0.8,36.38,0.83,5,26,53,17.14,FALSE
83,34,31,83,0,76,30,327,376,703,4729.73,0.02,64.54,305254.16,1.58,16958.56,23,16,6,34,17,13,0.16,2.13,7,0.54,0.07,2,60,1,0,73.28,0.08,9,49,174,27.19,FALSE
11,2,0,11,0,9,10,15,21,36,152.93,0.12,8.33,1274.38,0.05,70.8,5,4,3,8,4,3,0.27,2,3,1,0.21,0,10,1,0,18.35,0.33,2,9,14,0,FALSE
15,4,3,14,1,19,10,46,54,100,485.8,0.08,12.11,5880.71,0.16,326.71,3,2,0,4,2,2,0.13,2,1,0.5,0.09,0,5,1,0,40.13,0.5,1,5,23,22.22,FALSE
10,3,0,10,0,7,12,16,19,35,148.68,0.07,13.71,2039.01,0.05,113.28,7,4,0,10,5,4,0.4,2.5,1,0.25,0.29,1,12,3,0.67,10.84,0.75,3,10,14,0,FALSE
33,1,1,28,5,35,29,95,128,223,1338,0.03,39.36,52659.86,0.45,2925.55,15,10,2,20,10,9,0.27,2,5,0.56,0.25,3,40,4,0.38,34,0.44,5,33,36,17.65,FALSE
21,6,0,21,0,21,15,46,80,126,651.41,0.06,16.43,10701.74,0.22,594.54,5,4,3,8,4,3,0.14,2,3,1,0.11,2,15,1,0,39.65,0.33,2,14,28,0,FALSE
33,13,5,33,0,22,11,40,56,96,484.26,0.1,10,4842.62,0.16,269.03,17,16,5,32,16,9,0.27,2,6,0.67,0.17,1,33,1,0,48.43,0.11,8,26,52,13.16,FALSE
71,6,0,69,2,54,26,161,216,377,2383.37,0.03,38.76,92377.54,0.79,5132.09,45,42,11,86,43,23,0.32,2.05,19,0.83,0.29,2,112,19,0.82,61.49,0.83,22,91,78,2.82,FALSE
8,0,0,7,1,10,10,17,23,40,172.88,0.12,8.5,1469.46,0.06,81.64,7,6,1,12,6,4,0.5,2,4,1,0.44,0,13,1,0,20.34,0.25,3,11,9,12.5,FALSE
15,5,7,13,2,15,9,23,37,60,275.1,0.14,6.9,1898.17,0.09,105.45,3,2,6,4,2,2,0.13,2,2,1,0.07,0,13,1,0,39.87,0.5,1,13,28,40.91,FALSE
35,7,7,35,0,51,21,145,160,305,1881.83,0.03,29.85,56178.07,0.63,3121,11,8,4,18,9,6,0.17,2.25,5,0.83,0.12,0,29,4,0.6,63.04,0.67,5,25,50,16.67,FALSE
15,1,0,15,0,12,18,22,35,57,279.69,0.06,16.5,4614.93,0.09,256.39,3,2,2,4,2,2,0.13,2,2,1,0.12,1,7,1,0,16.95,0.5,1,7,17,0,FALSE
17,4,0,17,0,13,12,50,89,139,645.5,0.04,23.08,14896.06,0.22,827.56,3,2,3,4,2,2,0.12,2,2,1,0.09,1,9,1,0,27.97,0.5,1,9,22,0,FALSE
63,1,0,62,1,37,24,161,289,450,2668.83,0.02,52.22,139356.3,0.89,7742.02,84,68,0,140,70,47,0.75,2.06,1,0.02,0.72,0,153,5,0.09,51.11,0.11,36,108,65,1.59,FALSE
23,7,2,23,0,20,11,48,52,100,495.42,0.08,13.2,6539.54,0.17,363.31,5,4,3,8,4,3,0.13,2,3,1,0.09,0,17,1,0,37.53,0.33,2,16,33,8,FALSE
19,5,1,16,3,13,15,43,48,91,437.47,0.04,24.81,10852.6,0.15,602.92,9,8,3,16,8,5,0.26,2,2,0.4,0.19,0,18,1,0,17.63,0.2,4,15,26,20,FALSE
61,18,58,60,1,55,25,177,215,392,2478.2,0.02,40.23,99691.06,0.83,5538.39,19,16,5,34,17,10,0.16,2.13,2,0.2,0.07,1,41,5,0.44,61.6,0.5,9,33,138,49.58,FALSE
16,7,8,16,0,13,13,28,33,61,286.73,0.07,14,4014.18,0.1,223.01,5,4,3,8,4,3,0.19,2,2,0.67,0.09,1,12,1,0,20.48,0.33,2,11,32,33.33,FALSE
9,6,0,9,0,9,8,19,20,39,159.41,0.12,8.44,1346.14,0.05,74.79,3,2,0,4,2,2,0.22,2,1,0.5,0.13,0,7,1,0,18.88,0.5,1,7,16,0,FALSE
9,1,0,9,0,8,9,12,16,28,114.45,0.15,6.75,772.53,0.04,42.92,3,2,1,4,2,2,0.22,2,2,1,0.18,3,7,1,0,16.96,0.5,1,7,11,0,FALSE
23,1,0,23,0,17,20,43,73,116,604.3,0.04,25.29,15285.15,0.2,849.17,11,10,0,20,10,6,0.26,2,1,0.17,0.24,0,23,6,1,23.89,1,5,19,25,0,FALSE
8,2,0,8,0,7,13,15,24,39,168.56,0.07,13.93,2347.73,0.06,130.43,5,4,1,8,4,3,0.38,2,2,0.67,0.27,1,9,1,0,12.1,0.33,2,8,11,0,FALSE
46,20,7,46,0,65,25,143,192,335,2174.77,0.04,27.5,59806.2,0.72,3322.57,19,18,8,36,18,10,0.22,2,9,0.9,0.14,1,44,3,0.22,79.08,0.3,9,36,74,13.21,FALSE
40,18,7,40,0,54,28,120,153,273,1735.61,0.03,31.11,53996.81,0.58,2999.82,11,10,8,20,10,6,0.15,2,6,1,0.09,2,30,3,0.4,55.79,0.5,5,26,66,14.89,FALSE
11,1,0,11,0,10,15,28,42,70,325.07,0.05,21,6826.47,0.11,379.25,15,10,1,24,12,8,0.73,2.4,2,0.25,0.62,0,26,7,0.86,15.48,0.88,7,20,13,0,FALSE
13,1,0,13,0,12,14,22,31,53,249.12,0.08,12.83,3197.08,0.08,177.62,5,4,2,8,4,3,0.23,2,3,1,0.2,2,12,3,1,19.41,1,2,11,15,0,FALSE
82,3,0,82,0,65,23,196,252,448,2893.83,0.03,34.68,100348.96,0.96,5574.94,51,46,9,96,48,26,0.32,2.09,16,0.62,0.3,2,110,22,0.84,83.45,0.85,25,86,86,0,FALSE
7,1,0,7,0,5,11,11,14,25,100,0.08,12.1,1210,0.03,67.22,3,2,0,4,2,2,0.29,2,1,0.5,0.22,3,6,1,0,8.26,0.5,1,6,9,0,FALSE
21,2,0,18,3,15,17,42,52,94,470,0.04,23.8,11186,0.16,621.44,15,10,4,20,10,9,0.43,2,7,0.78,0.2,0,33,4,0.38,19.75,0.44,5,26,44,14.29,FALSE
29,5,7,29,0,30,18,62,84,146,815.4,0.05,18.6,15166.52,0.27,842.58,9,8,2,16,8,5,0.17,2,5,1,0.12,1,19,5,1,43.84,1,4,16,42,19.44,TRUE
22,9,11,21,1,22,20,46,57,103,555.41,0.05,20.91,11613.09,0.19,645.17,7,6,1,12,6,4,0.18,2,2,0.5,0.09,1,16,1,0,26.56,0.25,3,14,43,36.36,FALSE
21,4,47,21,0,33,16,59,93,152,853.44,0.07,14.3,12206.72,0.28,678.15,9,8,3,16,8,5,0.24,2,5,1,0.19,5,19,1,0,59.67,0.2,4,16,27,69.12,FALSE
13,2,0,13,0,15,16,35,49,84,416.15,0.05,18.67,7768.18,0.14,431.57,5,4,1,8,4,3,0.23,2,1,0.33,0.19,1,13,1,0,22.29,0.33,2,12,16,0,FALSE
77,25,9,77,0,80,30,240,315,555,3763.65,0.02,45,169364.46,1.25,9409.14,27,22,7,48,25,14,0.18,2.18,10,0.71,0.13,1,57,6,0.38,83.64,0.43,13,45,112,10.47,FALSE
11,0,0,11,0,11,13,29,34,63,288.85,0.06,17.14,4949.88,0.1,274.99,9,8,0,16,8,5,0.45,2,1,0.2,0.42,2,17,3,0.5,16.86,0.6,4,14,12,0,FALSE
89,12,0,87,2,72,40,192,278,470,3199.46,0.02,53.33,170637.7,1.07,9479.87,55,34,12,68,34,34,0.38,2,15,0.44,0.33,2,123,17,0.48,59.99,0.5,17,91,102,2.25,FALSE
11,7,0,11,0,12,12,14,21,35,160.47,0.14,7,1123.32,0.05,62.41,3,2,1,4,2,2,0.18,2,2,1,0.11,1,6,1,0,22.92,0.5,1,6,19,0,FALSE
19,2,0,19,0,24,19,70,75,145,786.81,0.04,27.71,21801.15,0.26,1211.17,17,8,2,24,14,9,0.47,3,4,0.44,0.41,2,32,6,0.63,28.4,0.67,8,25,22,0,FALSE
17,0,0,17,0,13,10,29,35,64,289.51,0.09,11.15,3229.13,0.1,179.4,7,6,2,12,6,4,0.24,2,3,0.75,0.22,2,13,1,0,25.96,0.25,3,11,18,0,FALSE
103,1,1,99,4,65,50,290,397,687,4702.85,0.01,111.54,524548.83,1.57,29141.6,41,24,8,48,24,28,0.27,2,13,0.46,0.26,0,96,14,0.48,42.16,0.5,12,70,106,4.81,FALSE
17,8,6,15,2,18,13,34,45,79,391.38,0.08,12.28,4805.3,0.13,266.96,7,6,1,12,6,4,0.24,2,1,0.25,0.13,0,16,1,0,31.88,0.25,3,14,32,34.78,TRUE
9,4,2,9,0,12,10,17,20,37,165,0.14,7.08,1168.74,0.05,64.93,3,2,2,4,2,2,0.22,2,2,1,0.13,2,6,1,0,23.29,0.5,1,6,16,18.18,FALSE
9,2,0,9,0,8,10,12,16,28,116.76,0.13,7.5,875.68,0.04,48.65,3,2,1,4,2,2,0.22,2,2,1,0.17,3,7,1,0,15.57,0.5,1,7,12,0,FALSE
22,2,0,22,0,10,15,34,49,83,385.44,0.04,25.5,9828.72,0.13,546.04,15,14,0,28,14,8,0.36,2,1,0.13,0.32,0,29,8,1,15.12,1,7,23,25,0,FALSE
141,56,50,141,0,90,32,292,365,657,4553.49,0.02,51.91,236376.96,1.52,13132.05,36,20,19,40,20,24,0.17,2,18,0.75,0.09,1,93,9,0.35,87.72,0.38,10,71,258,26.18,TRUE
7,2,0,7,0,4,12,11,28,39,156,0.06,16.5,2574,0.05,143,11,8,0,18,9,6,0.86,2.25,1,0.17,0.6,0,18,5,0.8,9.45,0.83,5,14,10,0,FALSE
7,1,0,7,0,5,11,8,16,24,96,0.11,8.8,844.8,0.03,46.93,5,4,1,8,4,3,0.43,2,2,0.67,0.33,0,10,3,1,10.91,1,2,9,9,0,FALSE
9,0,0,8,1,11,9,14,16,30,129.66,0.17,5.73,742.59,0.04,41.25,5,4,3,8,4,3,0.33,2,3,1,0.3,0,12,1,0,22.64,0.33,2,11,10,11.11,FALSE
46,1,0,41,5,23,23,67,111,178,983.19,0.03,33.5,32937,0.33,1829.83,16,6,0,12,6,12,0.26,2,1,0.08,0.25,4,34,6,0.45,29.35,0.5,3,24,48,10.87,FALSE
13,1,0,13,0,12,22,22,39,61,310.34,0.05,20.17,6258.43,0.1,347.69,7,6,1,12,6,4,0.31,2,2,0.5,0.27,4,15,3,0.67,15.39,0.75,3,13,15,0,FALSE
20,7,0,17,3,11,7,42,46,88,366.95,0.07,13.36,4903.83,0.12,272.44,5,4,1,8,4,3,0.15,2,1,0.33,0.11,2,11,1,0,27.46,0.33,2,10,28,15,FALSE
18,1,0,18,0,8,14,32,40,72,321.08,0.04,28,8990.21,0.11,499.46,9,8,1,16,8,5,0.28,2,1,0.2,0.25,0,22,1,0,11.47,0.2,4,19,20,0,FALSE
6,2,0,6,0,4,4,4,7,11,33,0.5,2,66,0.01,3.67,3,2,2,4,2,2,0.33,2,2,1,0.22,0,7,1,0,16.5,0.5,1,7,9,0,FALSE
15,5,1,14,1,8,11,16,25,41,174.17,0.09,11,1915.82,0.06,106.43,5,4,3,8,4,3,0.2,2,3,1,0.14,0,14,1,0,15.83,0.33,2,13,22,12.5,FALSE
29,14,0,29,0,26,14,57,79,136,723.78,0.07,15.35,11107.27,0.24,617.07,17,8,2,24,12,9,0.31,3,5,0.56,0.2,1,24,9,1,47.16,1,8,17,44,0,FALSE
7,1,0,7,0,3,11,10,19,29,110.41,0.05,18.33,2024.24,0.04,112.46,5,4,0,8,4,3,0.43,2,1,0.33,0.33,0,10,1,0,6.02,0.33,2,9,9,0,FALSE
12,4,4,12,0,8,11,12,20,32,135.93,0.12,8.25,1121.45,0.05,62.3,5,4,1,8,4,3,0.25,2,1,0.33,0.14,0,9,3,1,16.48,1,2,8,21,25,FALSE
91,42,19,83,8,42,26,189,235,424,2581.08,0.02,58.5,150993.43,0.86,8388.52,24,10,3,24,12,16,0.18,2.4,10,0.63,0.1,1,50,7,0.4,44.12,0.44,7,36,153,24.55,FALSE
58,2,0,58,0,55,17,215,268,483,2980.07,0.03,33.23,99019.72,0.99,5501.1,143,88,8,186,93,72,1.24,2.11,71,0.99,1.18,0,221,70,0.97,89.69,0.97,49,151,61,0,FALSE
12,1,0,12,0,10,19,23,34,57,276.9,0.05,21.85,6050.37,0.09,336.13,11,8,2,18,9,6,0.5,2.25,2,0.33,0.43,0,21,6,1,12.67,1,5,17,14,0,FALSE
20,5,0,20,0,22,18,54,59,113,601.38,0.05,22.09,13284.98,0.2,738.05,19,18,2,36,18,10,0.5,2,6,0.6,0.38,2,39,1,0,27.22,0.1,9,31,26,0,FALSE
31,12,27,31,0,50,15,116,136,252,1517.64,0.06,17.4,26406.88,0.51,1467.05,5,4,6,8,4,3,0.1,2,1,0.33,0.04,2,22,1,0,87.22,0.33,2,21,71,46.55,FALSE
17,1,0,17,0,12,17,33,41,74,359.49,0.04,23.38,8403.09,0.12,466.84,11,6,2,16,8,6,0.35,2.67,3,0.5,0.32,3,20,6,1,15.38,1,5,16,19,0,FALSE
13,7,3,13,0,14,14,36,45,81,389.4,0.06,18,7009.12,0.13,389.4,3,2,2,4,2,2,0.15,2,2,1,0.08,1,7,1,0,21.63,0.5,1,7,24,18.75,FALSE
19,1,0,18,1,15,16,30,39,69,341.84,0.06,16,5469.43,0.11,303.86,11,8,4,18,9,6,0.32,2.25,4,0.67,0.29,1,20,6,1,21.36,1,5,16,21,5.26,FALSE
9,1,0,9,0,5,12,11,23,34,138.97,0.08,13.2,1834.45,0.05,101.91,3,2,0,4,2,2,0.22,2,1,0.5,0.18,0,5,1,0,10.53,0.5,1,5,11,0,FALSE
21,9,7,21,0,25,15,50,60,110,585.41,0.07,15,8781.18,0.2,487.84,11,8,5,16,8,6,0.29,2,6,1,0.16,2,22,5,0.8,39.03,0.83,4,18,38,25,FALSE
14,4,7,12,2,20,15,29,40,69,353.92,0.09,10.88,3848.89,0.12,213.83,7,6,1,12,6,4,0.29,2,2,0.5,0.15,0,13,1,0,32.54,0.25,3,11,26,42.86,TRUE
9,3,1,9,0,10,8,18,20,38,158.46,0.14,7.2,1140.89,0.05,63.38,3,2,2,4,2,2,0.22,2,2,1,0.14,0,7,1,0,22.01,0.5,1,7,14,10,FALSE
13,1,0,13,0,12,9,19,24,43,188.87,0.14,7.13,1345.7,0.06,74.76,3,2,1,4,2,2,0.15,2,1,0.5,0.13,2,7,1,0,26.51,0.5,1,7,15,0,FALSE
29,1,0,29,0,23,20,62,79,141,765.1,0.04,26.96,20624.52,0.26,1145.81,15,14,3,28,14,8,0.28,2,6,0.75,0.26,2,32,6,0.71,28.38,0.75,7,26,31,0,FALSE
36,23,9,35,1,35,18,62,92,154,882.1,0.06,15.94,14063.19,0.29,781.29,13,10,12,22,11,7,0.19,2.2,7,1,0.1,0,37,5,0.67,55.33,0.71,6,32,69,22.22,FALSE
24,3,0,24,0,20,14,52,61,113,574.88,0.05,18.2,10462.88,0.19,581.27,9,8,3,16,8,5,0.21,2,4,0.8,0.18,0,21,1,0,31.59,0.2,4,18,28,0,FALSE
18,3,0,18,0,18,13,39,53,92,455.79,0.07,14.08,6418.99,0.15,356.61,9,8,1,16,8,5,0.28,2,2,0.4,0.23,3,20,1,0,32.36,0.2,4,17,22,0,FALSE
7,2,1,7,0,8,10,9,15,24,100.08,0.18,5.63,562.94,0.03,31.27,3,2,1,4,2,2,0.29,2,2,1,0.18,0,5,1,0,17.79,0.5,1,5,11,12.5,FALSE
14,0,0,14,0,13,17,28,35,63,309.13,0.05,18.31,5659.53,0.1,314.42,11,8,4,18,9,6,0.43,2.25,4,0.67,0.4,1,20,6,1,16.89,1,5,16,15,0,FALSE
10,3,0,10,0,6,13,15,20,35,148.68,0.06,16.25,2416.01,0.05,134.22,5,4,0,8,4,3,0.3,2,1,0.33,0.21,3,10,1,0,9.15,0.33,2,9,14,0,FALSE
12,7,1,12,0,12,14,20,29,49,230.32,0.09,11.67,2687.08,0.08,149.28,5,4,3,8,4,3,0.25,2,3,1,0.14,1,10,1,0,19.74,0.33,2,9,21,7.69,FALSE
18,1,0,18,0,18,18,40,48,88,454.95,0.05,20,9099.07,0.15,505.5,11,8,2,18,9,6,0.33,2.25,2,0.33,0.3,4,21,6,1,22.75,1,5,17,20,0,FALSE
90,17,38,66,24,102,21,201,287,488,3387.95,0.05,20.69,70100.61,1.13,3894.48,57,46,3,102,59,29,0.32,2.22,9,0.31,0.2,0,96,8,0.25,163.74,0.28,28,69,146,48.44,TRUE
5,0,0,5,0,5,8,6,11,17,62.91,0.21,4.8,301.96,0.02,16.78,5,2,0,6,3,3,0.6,3,1,0.33,0.5,1,7,3,1,13.11,1,2,6,6,0,FALSE
32,19,8,32,0,25,16,53,67,120,642.91,0.06,16.96,10903.69,0.21,605.76,13,10,2,22,11,7,0.22,2.2,3,0.43,0.12,0,24,1,0,37.91,0.14,6,19,60,20,FALSE
12,1,0,12,0,7,14,18,25,43,188.87,0.06,18,3399.65,0.06,188.87,5,4,0,8,4,3,0.25,2,1,0.33,0.21,0,9,3,1,10.49,1,2,8,14,0,FALSE
19,1,0,19,0,8,21,77,84,161,782.13,0.01,101.06,79044.51,0.26,4391.36,15,8,0,22,11,8,0.42,2.75,1,0.13,0.38,1,25,6,0.71,7.74,0.75,7,19,21,0,FALSE
83,15,21,81,2,71,21,185,258,443,2889.94,0.04,27.36,79066.26,0.96,4392.57,25,22,8,46,23,13,0.16,2.09,8,0.62,0.11,4,61,7,0.5,105.63,0.54,12,50,120,22.12,FALSE
25,3,9,20,5,31,16,47,63,110,611,0.08,12.13,7410.9,0.2,411.72,15,12,2,26,13,8,0.32,2.17,4,0.5,0.21,0,26,1,0,50.38,0.13,7,20,38,41.18,TRUE
23,13,5,22,1,24,14,34,51,85,446.07,0.1,9.92,4423.57,0.15,245.75,11,6,7,16,8,6,0.26,2.67,4,0.67,0.14,0,25,5,0.8,44.98,0.83,5,21,42,21.43,FALSE
13,1,0,13,0,16,10,18,25,43,202.12,0.18,5.63,1136.92,0.07,63.16,5,4,5,8,4,3,0.23,2,3,1,0.2,0,16,3,1,35.93,1,2,15,15,0,FALSE
29,21,2,29,0,18,15,31,48,79,398.51,0.08,12.92,5147.38,0.13,285.97,8,2,5,4,2,6,0.21,2,3,0.5,0.11,0,24,1,0,30.85,0.17,1,20,53,6.45,FALSE
13,4,6,13,0,11,12,29,29,58,262.37,0.06,15.82,4150.16,0.09,230.56,5,4,0,8,4,3,0.23,2,1,0.33,0.13,0,19,1,0,16.59,0.33,2,18,24,31.58,FALSE
22,0,0,22,0,20,13,37,43,80,403.55,0.08,12.02,4852.71,0.13,269.59,11,10,3,20,10,6,0.27,2,4,0.67,0.26,0,26,1,0,33.56,0.17,5,22,23,0,FALSE
12,3,4,12,0,9,10,14,22,36,152.93,0.13,7.78,1189.42,0.05,66.08,5,2,0,6,3,3,0.25,3,1,0.33,0.15,0,8,3,1,19.66,1,2,7,20,25,FALSE
17,9,0,17,0,18,14,25,38,63,315,0.1,9.72,3062.5,0.11,170.14,5,4,2,8,4,3,0.18,2,3,1,0.11,0,10,1,0,32.4,0.33,2,9,27,0,FALSE
16,2,2,16,0,21,13,32,37,69,351.03,0.1,9.9,3476.92,0.12,193.16,7,4,6,10,5,4,0.25,2.5,3,0.75,0.19,2,19,3,0.67,35.44,0.75,3,17,21,11.11,FALSE
6,1,0,6,0,5,9,8,12,20,76.15,0.14,7.2,548.26,0.03,30.46,3,2,0,4,2,2,0.33,2,1,0.5,0.25,1,5,1,0,10.58,0.5,1,5,8,0,FALSE
35,8,4,35,0,59,15,104,109,213,1322.61,0.08,13.22,17485.4,0.44,971.41,3,2,2,4,2,2,0.06,2,1,0.5,0.04,0,8,1,0,100.04,0.5,1,8,48,10.26,FALSE
142,8,0,139,3,152,36,507,554,1061,8015.42,0.02,60.04,481241.52,2.67,26735.64,143,128,14,264,132,73,0.51,2.06,60,0.82,0.48,2,357,15,0.19,133.5,0.21,68,286,151,2.11,FALSE
123,30,6,122,1,80,46,149,239,388,2707.18,0.02,42.84,115969.02,0.9,6442.72,36,16,21,32,16,27,0.22,2,27,1,0.17,1,78,8,0.27,63.2,0.3,8,53,160,5.43,FALSE
122,18,0,120,2,64,32,241,291,532,3503.2,0.02,60.25,211067.8,1.17,11725.99,17,2,1,4,2,15,0.12,2,2,0.13,0.11,1,35,1,0,58.14,0.07,1,22,141,1.64,FALSE
21,4,0,21,0,14,15,20,37,57,276.9,0.09,10.71,2966.84,0.09,164.82,7,6,2,12,6,4,0.19,2,2,0.5,0.15,3,14,1,0,25.84,0.25,3,12,26,0,FALSE
23,11,0,23,0,19,14,43,61,104,524.62,0.06,15.84,8311.04,0.17,461.72,13,6,1,18,9,7,0.3,3,4,0.57,0.2,1,18,7,1,33.12,1,6,13,35,0,FALSE
110,37,23,97,13,77,23,302,361,663,4404.88,0.02,45.1,198677.1,1.47,11037.62,49,28,5,76,38,25,0.23,2.71,9,0.36,0.15,0,103,21,0.83,97.66,0.84,24,80,171,27.07,TRUE
3,0,0,3,0,9,10,16,16,32,135.93,0.11,8.89,1208.3,0.05,67.13,5,4,1,8,4,3,1,2,2,0.67,0.75,0,10,1,0,15.29,0.33,2,9,4,0,FALSE
