@relation PC3

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {FALSE,TRUE}

@data
120,7,2,100,20,81,41,305,395,700,4851.52,0.01,77.19,374495.12,1.62,20805.28,52,24,14,48,24,37,0.31,2,17,0.46,0.28,3,132,1,0,62.85,0.03,12,97,130,18.03,FALSE
116,28,0,112,4,99,28,169,236,405,2830.42,0.04,23.9,67644.11,0.94,3758.01,26,8,13,20,10,17,0.15,2.5,13,0.76,0.12,0,65,5,0.25,118.43,0.29,6,50,145,3.45,FALSE
14,7,0,14,0,9,12,16,23,39,171.3,0.09,10.67,1827.2,0.06,101.51,5,4,2,8,4,3,0.21,2,2,0.67,0.14,2,11,1,0,16.05,0.33,2,10,22,0,FALSE
6,0,0,6,0,10,9,20,20,40,169.92,0.11,9,1529.25,0.06,84.96,5,4,0,8,4,3,0.5,2,1,0.33,0.43,2,9,1,0,18.88,0.33,2,8,7,0,FALSE
12,3,0,12,0,8,9,11,18,29,118.54,0.16,6.19,733.44,0.04,40.75,3,2,2,4,2,2,0.17,2,2,1,0.13,1,8,1,0,19.16,0.5,1,8,16,0,FALSE
62,24,20,60,2,64,20,204,226,430,2748.7,0.03,31.88,87614.7,0.92,4867.48,19,14,1,32,16,10,0.16,2.29,5,0.5,0.09,0,39,6,0.56,86.23,0.6,9,31,107,26.83,TRUE
35,32,10,29,6,41,16,165,183,348,2029.85,0.03,32.2,65351.13,0.68,3630.62,29,26,1,56,28,15,0.43,2.15,4,0.27,0.19,0,64,1,0,63.05,0.07,15,51,78,35.56,FALSE
22,3,2,22,0,19,12,50,61,111,549.92,0.06,15.79,8682.88,0.18,482.38,13,12,9,24,12,7,0.32,2,7,1,0.25,1,32,4,0.5,34.83,0.57,6,27,28,8.33,FALSE
12,1,0,12,0,10,19,23,34,57,276.9,0.05,21.85,6050.37,0.09,336.13,11,8,2,18,9,6,0.5,2.25,2,0.33,0.43,2,21,6,1,12.67,1,5,17,14,0,FALSE
10,2,0,10,0,7,14,21,28,49,215.22,0.05,21,4519.69,0.07,251.09,5,4,1,8,4,3,0.3,2,1,0.33,0.23,1,11,1,0,10.25,0.33,2,10,13,0,FALSE
14,2,3,12,2,16,11,30,38,68,323.33,0.1,10.31,3334.36,0.11,185.24,3,2,6,4,2,2,0.14,2,2,1,0.1,1,10,1,0,31.35,0.5,1,10,20,29.41,FALSE
34,4,0,33,1,28,18,55,64,119,657.3,0.06,17.68,11620.19,0.22,645.57,9,8,4,16,8,5,0.15,2,4,0.8,0.13,2,21,1,0,37.18,0.2,4,18,39,2.94,FALSE
116,9,24,102,14,101,21,189,229,418,2897.05,0.05,19.65,56922.69,0.97,3162.37,41,34,5,74,37,21,0.18,2.18,12,0.57,0.13,1,79,6,0.25,147.44,0.29,20,60,167,27.14,TRUE
89,12,0,87,2,79,39,181,267,448,3083.42,0.02,44.68,137758.8,1.03,7653.27,55,34,12,68,34,34,0.38,2,15,0.44,0.33,2,121,17,0.48,69.02,0.5,17,89,102,2.25,FALSE
12,6,0,12,0,12,8,41,42,83,358.72,0.07,13.67,4902.51,0.12,272.36,3,2,0,4,2,2,0.17,2,1,0.5,0.11,0,7,1,0,26.25,0.5,1,7,19,0,FALSE
24,19,19,20,4,30,22,86,93,179,1020.38,0.03,31.53,32175.94,0.34,1787.55,11,10,5,20,10,6,0.25,2,3,0.5,0.1,1,29,1,0,32.36,0.17,5,25,63,53.49,FALSE
42,26,13,39,3,67,18,170,180,350,2243.29,0.04,22.84,51227.3,0.75,2845.96,7,6,4,12,6,4,0.1,2,1,0.25,0.05,0,29,1,0,98.24,0.25,3,27,82,29.09,TRUE
9,0,0,9,0,6,10,16,18,34,136,0.08,13.33,1813.33,0.05,100.74,3,2,1,4,2,2,0.22,2,2,1,0.2,1,5,1,0,10.2,0.5,1,5,10,0,FALSE
9,4,0,9,0,11,14,19,26,45,208.97,0.08,12.09,2526.68,0.07,140.37,7,2,1,8,4,4,0.44,4,1,0.25,0.29,2,10,1,0,17.28,0.25,3,8,14,0,FALSE
11,0,0,11,0,12,7,21,24,45,191.16,0.16,6.13,1170.84,0.06,65.05,3,2,2,4,2,2,0.18,2,2,1,0.17,0,7,1,0,31.21,0.5,1,7,12,0,FALSE
10,1,3,7,3,10,14,52,63,115,527.27,0.03,36.4,19192.65,0.18,1066.26,3,2,0,4,2,2,0.2,2,1,0.5,0.13,1,6,1,0,14.49,0.5,1,6,15,46.15,FALSE
20,2,1,19,1,21,13,42,47,89,452.78,0.08,13,5886.19,0.15,327.01,11,10,1,20,10,6,0.3,2,2,0.33,0.25,1,27,1,0,34.83,0.17,5,23,24,9.52,FALSE
15,10,8,12,3,15,14,38,42,80,388.64,0.06,17.73,6891.86,0.13,382.88,11,8,0,18,9,6,0.4,2.25,1,0.17,0.18,2,20,4,0.6,21.92,0.67,5,16,34,47.83,FALSE
11,0,0,11,0,11,13,29,34,63,288.85,0.06,17.14,4949.88,0.1,274.99,9,8,0,16,8,5,0.45,2,1,0.2,0.42,2,17,3,0.5,16.86,0.6,4,14,12,0,FALSE
10,4,0,10,0,13,13,22,30,52,244.42,0.09,11,2688.65,0.08,149.37,7,2,1,8,4,4,0.4,4,1,0.25,0.27,2,11,1,0,22.22,0.25,3,9,15,0,TRUE
32,16,0,31,1,30,15,54,63,117,642.55,0.07,13.5,8674.38,0.21,481.91,5,4,1,8,4,3,0.09,2,2,0.67,0.06,3,13,1,0,47.6,0.33,2,12,49,3.13,FALSE
40,7,5,37,3,24,18,50,67,117,630.9,0.05,18.75,11829.4,0.21,657.19,11,10,3,20,10,6,0.15,2,5,0.83,0.11,1,27,1,0,33.65,0.17,5,23,53,17.78,FALSE
14,6,0,14,0,12,13,22,27,49,227.55,0.08,11.92,2711.63,0.08,150.65,5,4,1,8,4,3,0.21,2,1,0.33,0.14,2,10,1,0,19.1,0.33,2,9,21,0,FALSE
34,5,0,34,0,33,14,53,62,115,638.78,0.09,11.24,7181.41,0.21,398.97,15,14,3,28,14,8,0.24,2,4,0.5,0.2,3,40,1,0,56.82,0.13,7,34,40,0,FALSE
14,11,8,12,2,16,9,23,34,57,264.7,0.15,6.47,1712.28,0.09,95.13,3,2,6,4,2,2,0.14,2,2,1,0.06,1,10,1,0,40.92,0.5,1,10,34,45.45,FALSE
8,1,0,8,0,7,11,8,16,24,100.08,0.16,6.29,629.06,0.03,34.95,3,2,2,4,2,2,0.25,2,2,1,0.2,2,7,1,0,15.92,0.5,1,7,10,0,FALSE
27,7,4,24,3,17,16,43,57,100,504.44,0.05,20.24,10207.48,0.17,567.08,9,8,2,16,8,5,0.19,2,4,0.8,0.13,2,20,1,0,24.93,0.2,4,17,39,22.58,FALSE
10,3,0,10,0,5,10,12,15,27,105.49,0.08,12,1265.83,0.04,70.32,3,2,0,4,2,2,0.2,2,1,0.5,0.14,2,6,1,0,8.79,0.5,1,6,14,0,FALSE
17,3,0,17,0,19,16,50,62,112,574.48,0.05,21.05,12094.31,0.19,671.91,13,12,5,24,12,7,0.41,2,6,0.86,0.33,1,32,6,0.83,27.29,0.86,6,27,21,0,FALSE
10,4,0,10,0,13,12,22,30,52,241.48,0.1,10.15,2451.96,0.08,136.22,7,2,1,8,4,4,0.4,4,1,0.25,0.27,2,11,1,0,23.78,0.25,3,9,15,0,FALSE
31,7,0,30,1,24,18,107,115,222,1197.09,0.02,40.13,48033.42,0.4,2668.52,7,6,2,12,6,4,0.13,2,3,0.75,0.1,2,16,1,0,29.83,0.25,3,14,39,3.23,FALSE
46,13,1,45,1,33,29,97,124,221,1315.88,0.02,42.62,56084.29,0.44,3115.79,26,22,4,44,22,14,0.3,2,11,0.79,0.23,2,59,7,0.46,30.87,0.5,11,47,61,4.26,FALSE
15,12,4,13,2,20,11,22,27,49,242.76,0.17,6.05,1468.67,0.08,81.59,3,2,4,4,2,2,0.13,2,2,1,0.06,1,9,1,0,40.12,0.5,1,9,32,31.58,FALSE
19,20,17,15,4,29,13,36,47,83,447.56,0.12,8.07,3611.37,0.15,200.63,11,8,9,18,9,6,0.32,2.25,5,0.83,0.11,1,24,1,0,55.47,0.17,5,20,57,58.33,TRUE
14,1,1,14,0,18,14,26,30,56,280,0.1,10.11,2831.11,0.09,157.28,9,6,3,14,7,5,0.36,2.33,3,0.6,0.29,1,19,3,0.5,27.69,0.6,4,16,17,6.67,FALSE
15,3,3,14,1,16,12,25,31,56,269.21,0.11,9.38,2523.86,0.09,140.21,7,6,0,12,6,4,0.27,2,1,0.25,0.18,1,16,1,0,28.72,0.25,3,14,22,22.22,FALSE
23,18,27,19,4,27,15,52,62,114,614.72,0.07,14.44,8879.35,0.2,493.3,7,4,1,10,5,4,0.17,2.5,2,0.5,0.06,2,12,3,0.67,42.56,0.75,3,10,69,62,FALSE
14,9,0,12,2,18,12,24,30,54,264.97,0.13,8,2119.78,0.09,117.77,7,2,3,8,4,4,0.29,4,2,0.5,0.17,1,12,4,1,33.12,1,3,10,24,14.29,FALSE
30,26,35,27,3,39,15,58,73,131,753.89,0.09,11.15,8408.78,0.25,467.15,17,14,10,34,17,9,0.3,2.43,6,0.67,0.1,1,38,3,0.25,67.59,0.33,10,31,92,58.46,TRUE
12,0,0,12,0,8,8,22,24,46,184,0.09,11,2024,0.06,112.44,3,2,2,4,2,2,0.17,2,2,1,0.15,3,9,1,0,16.73,0.5,1,9,13,0,FALSE
29,8,2,29,0,35,13,115,125,240,1340.39,0.05,21.36,28626.92,0.45,1590.38,3,2,0,4,2,2,0.07,2,1,0.5,0.05,0,6,1,0,62.76,0.5,1,6,40,6.45,FALSE
5,0,0,5,0,11,10,13,14,27,118.59,0.17,5.91,700.77,0.04,38.93,3,2,2,4,2,2,0.4,2,1,0.5,0.33,1,7,1,0,20.07,0.5,1,7,6,0,FALSE
16,0,0,15,1,16,18,35,41,76,386.65,0.05,19.69,7612.12,0.13,422.9,9,6,2,14,7,5,0.31,2.33,3,0.6,0.29,1,15,5,1,19.64,1,4,12,17,6.25,FALSE
55,8,12,54,1,38,15,51,70,121,693.08,0.1,10.07,6976.38,0.23,387.58,17,16,3,32,16,9,0.16,2,4,0.44,0.12,4,32,6,0.63,68.85,0.67,8,25,76,19.4,FALSE
21,12,3,19,2,17,16,23,39,62,312.75,0.09,10.82,3385.09,0.1,188.06,11,4,4,12,6,6,0.29,3,4,0.67,0.09,0,20,5,0.8,28.9,0.83,4,16,64,20.83,FALSE
10,1,2,10,0,9,16,18,27,45,208.97,0.06,16,3343.58,0.07,185.75,9,6,1,12,6,5,0.5,2,5,1,0.36,1,14,5,1,13.06,1,3,11,14,16.67,FALSE
12,0,0,11,1,17,13,29,29,58,284.6,0.09,11.09,3155.71,0.09,175.32,5,4,4,8,4,3,0.25,2,2,0.67,0.23,0,14,1,0,25.67,0.33,2,13,13,8.33,FALSE
26,19,14,21,5,27,16,52,62,114,618.59,0.06,15.41,9530.93,0.21,529.5,15,8,5,22,11,8,0.31,2.75,5,0.63,0.13,1,25,6,0.71,40.15,0.75,7,19,60,47.5,FALSE
13,0,0,13,0,6,8,14,21,35,133.26,0.11,9.33,1243.74,0.04,69.1,5,4,4,8,4,3,0.23,2,3,1,0.21,1,14,1,0,14.28,0.33,2,13,14,0,FALSE
26,3,0,26,0,20,19,50,59,109,576.11,0.04,23.75,13682.58,0.19,760.14,13,10,2,22,11,7,0.27,2.2,4,0.57,0.23,2,32,4,0.5,24.26,0.57,6,27,30,0,FALSE
8,1,0,8,0,6,10,12,24,36,144,0.1,10,1440,0.05,80,7,6,2,12,6,4,0.5,2,3,0.75,0.4,1,14,3,0.67,14.4,0.75,3,12,10,0,FALSE
91,32,21,85,6,87,26,207,264,471,3212.3,0.03,30.93,99359.89,1.07,5519.99,37,22,12,58,29,19,0.21,2.64,10,0.53,0.13,0,79,13,0.67,103.85,0.68,18,62,145,24.11,FALSE
8,1,0,8,0,8,9,10,16,26,106.27,0.18,5.63,597.79,0.04,33.21,5,4,3,8,4,3,0.38,2,3,1,0.3,2,11,1,0,18.89,0.33,2,10,10,0,FALSE
12,3,1,12,0,12,14,19,28,47,220.92,0.09,11.08,2448.54,0.07,136.03,9,6,4,16,8,5,0.42,2.67,3,0.6,0.29,0,18,4,0.75,19.93,0.8,5,15,17,7.69,FALSE
41,20,10,35,6,49,16,100,124,224,1349.01,0.06,16.32,22024.66,0.45,1223.59,9,6,8,14,7,5,0.12,2.33,4,0.8,0.07,1,23,3,0.5,82.63,0.6,4,20,72,31.37,FALSE
591,38,4,591,0,760,52,4015,5590,9605,92835.55,0.01,137.36,12751451.28,30.95,708413.98,589,570,4,1148,574,299,0.51,2,5,0.02,0.47,0,1260,15,0.05,675.88,0.05,289,963,634,0.67,FALSE
14,6,0,13,1,10,11,19,26,45,197.65,0.1,10.45,2065.48,0.07,114.75,5,4,1,8,4,3,0.21,2,1,0.33,0.14,3,11,1,0,18.91,0.33,2,10,21,7.14,FALSE
7,4,0,7,0,9,12,21,21,42,184.48,0.07,14,2582.68,0.06,143.48,5,4,1,8,4,3,0.43,2,1,0.33,0.25,2,12,1,0,13.18,0.33,2,11,12,0,FALSE
35,1,0,31,4,34,22,67,90,157,911.75,0.05,21.68,19763.62,0.3,1097.98,9,4,4,8,4,6,0.17,2,4,0.67,0.16,1,20,3,0.4,42.06,0.5,2,16,37,11.43,TRUE
63,5,6,63,0,49,24,124,166,290,1795.05,0.03,30.37,54510.88,0.6,3028.38,25,20,0,44,22,13,0.21,2.2,1,0.08,0.17,0,48,13,1,59.11,1,12,37,75,8.7,FALSE
13,11,1,13,0,20,10,27,27,54,264.97,0.15,6.75,1788.56,0.09,99.36,9,8,4,16,8,5,0.38,2,2,0.4,0.19,1,21,1,0,39.26,0.2,4,18,26,7.14,FALSE
5,1,0,5,0,9,8,13,14,27,110.36,0.17,5.78,637.64,0.04,35.42,3,2,1,4,2,2,0.4,2,2,1,0.29,1,5,1,0,19.1,0.5,1,5,7,0,FALSE
20,3,2,18,2,23,12,48,62,110,564.22,0.08,12.52,7065.03,0.19,392.5,5,4,0,8,4,3,0.15,2,1,0.33,0.12,1,11,1,0,45.06,0.33,2,10,26,18.18,TRUE
42,26,16,38,4,30,24,58,78,136,782.66,0.04,23.2,18157.82,0.26,1008.77,19,12,1,26,13,11,0.26,2.17,2,0.18,0.13,0,34,1,0,33.74,0.09,7,25,85,34.48,FALSE
24,14,0,21,3,27,11,54,64,118,619.26,0.09,11,6811.81,0.21,378.43,9,6,1,14,7,5,0.21,2.33,4,0.8,0.13,0,18,3,0.5,56.3,0.6,4,15,39,12.5,FALSE
181,50,13,166,15,132,29,307,359,666,4882.39,0.03,33.72,164651.23,1.63,9147.29,64,36,2,92,46,35,0.19,2.56,17,0.49,0.14,2,120,22,0.62,144.78,0.63,28,87,245,14.43,FALSE
17,9,3,17,0,22,17,43,51,94,496.83,0.06,16.61,8254.12,0.17,458.56,7,4,2,10,5,4,0.24,2.5,3,0.75,0.13,0,13,3,0.67,29.9,0.75,3,11,30,15,FALSE
16,2,0,16,0,6,17,23,50,73,330.22,0.03,32.58,10759.67,0.11,597.76,17,14,1,30,15,9,0.56,2.14,2,0.22,0.47,2,31,9,1,10.13,1,8,24,19,0,FALSE
51,4,3,51,0,40,15,66,87,153,884.55,0.08,12.37,10946.28,0.29,608.13,39,38,1,76,38,20,0.39,2,2,0.1,0.34,2,65,1,0,71.48,0.05,19,47,59,5.56,FALSE
3,0,0,3,0,2,6,4,6,10,30,0.17,6,180,0.01,10,3,2,0,4,2,2,0.67,2,1,0.5,0.5,2,6,1,0,5,0.5,1,6,4,0,FALSE
13,13,42,7,6,13,11,22,26,48,220.08,0.11,9.31,2048.42,0.07,113.8,5,4,1,8,4,3,0.23,2,2,0.67,0.04,2,10,1,0,23.64,0.33,2,9,69,87.27,TRUE
13,6,4,12,1,13,12,24,24,48,222.91,0.09,11.08,2469.1,0.07,137.17,5,4,3,8,4,3,0.23,2,3,1,0.13,1,11,1,0,20.12,0.33,2,10,24,29.41,FALSE
38,4,0,38,0,33,20,42,61,103,589.98,0.08,12.73,7508.78,0.2,417.15,11,10,1,20,10,6,0.16,2,2,0.33,0.14,2,21,1,0,46.36,0.17,5,17,43,0,FALSE
20,1,0,20,0,25,18,57,70,127,689.14,0.05,20.52,14141.06,0.23,785.61,13,12,4,24,12,7,0.35,2,3,0.43,0.32,2,32,4,0.5,33.58,0.57,6,27,22,0,FALSE
32,3,7,30,2,20,15,37,51,88,451.38,0.07,13.88,6262.85,0.15,347.94,9,8,1,16,8,5,0.16,2,4,0.8,0.12,4,23,1,0,32.53,0.2,4,20,43,23.08,FALSE
6,0,0,6,0,6,8,10,10,20,76.15,0.15,6.67,507.65,0.03,28.2,3,2,2,4,2,2,0.33,2,2,1,0.29,2,8,1,0,11.42,0.5,1,8,7,0,FALSE
11,4,0,11,0,11,9,14,16,30,129.66,0.17,5.73,742.59,0.04,41.25,5,4,1,8,4,3,0.27,2,2,0.67,0.19,0,11,1,0,22.64,0.33,2,10,16,0,FALSE
24,1,19,24,0,34,15,73,81,154,864.67,0.06,16.1,13923.65,0.29,773.54,3,2,4,4,2,2,0.08,2,1,0.5,0.04,2,15,1,0,53.7,0.5,1,15,45,44.19,FALSE
14,10,7,12,2,14,13,22,29,51,242.5,0.1,10.21,2476.96,0.08,137.61,5,2,1,6,3,3,0.21,3,2,0.67,0.09,1,8,3,1,23.74,1,2,7,32,42.86,FALSE
25,13,0,24,1,21,18,43,49,92,486.26,0.05,18.43,8961.02,0.16,497.83,9,8,3,16,8,5,0.2,2,2,0.4,0.13,2,20,1,0,26.39,0.2,4,17,39,4,FALSE
23,5,1,20,3,25,13,43,49,92,482.81,0.09,11.18,5397.81,0.16,299.88,5,4,1,8,4,3,0.13,2,1,0.33,0.1,1,12,1,0,43.19,0.33,2,11,30,16.67,FALSE
7,0,1,6,1,13,16,19,46,65,315.77,0.09,11.69,3692.07,0.11,205.11,3,2,0,4,2,2,0.29,2,1,0.5,0.22,0,6,1,0,27.01,0.5,1,6,9,25,FALSE
19,5,9,19,0,36,14,86,120,206,1162.63,0.06,16.72,19441.83,0.39,1080.1,1,8,3,16,8,1,0.05,2,1,1,0.03,1,8,1,0,69.53,1,4,9,34,32.14,FALSE
17,19,12,14,3,20,17,35,47,82,427.18,0.07,14.88,6354.23,0.14,353.01,5,4,4,8,4,3,0.18,2,3,1,0.06,2,17,1,0,28.72,0.33,2,16,49,51.72,FALSE
45,20,11,37,8,42,20,84,105,189,1125.34,0.05,20,22506.86,0.38,1250.38,15,14,3,28,14,8,0.18,2,3,0.38,0.1,0,32,1,0,56.27,0.13,7,26,77,33.93,FALSE
51,13,30,49,2,50,20,106,121,227,1391.35,0.05,21.2,29496.56,0.46,1638.7,11,10,2,20,10,6,0.12,2,4,0.67,0.06,1,23,1,0,65.63,0.17,5,19,95,39.51,FALSE
23,1,0,23,0,16,18,55,64,119,605.41,0.03,30.94,18729.81,0.2,1040.55,16,10,3,20,10,10,0.43,2,9,0.9,0.4,3,42,1,0,19.57,0.1,5,34,25,0,FALSE
24,4,3,24,0,20,15,52,59,111,569.35,0.05,19.5,11102.33,0.19,616.8,11,8,4,18,9,6,0.25,2.25,4,0.67,0.19,2,22,4,0.6,29.2,0.67,5,18,32,11.11,FALSE
6,1,0,6,0,5,6,7,14,21,72.65,0.24,4.2,305.12,0.02,16.95,5,4,2,8,4,3,0.5,2,2,0.67,0.38,1,11,1,0,17.3,0.33,2,10,8,0,FALSE
23,2,0,21,2,13,12,21,38,59,273.99,0.1,9.69,2655.57,0.09,147.53,7,4,1,10,5,4,0.17,2.5,2,0.5,0.15,5,13,4,1,28.27,1,3,11,26,8.7,TRUE
208,19,29,208,0,150,19,573,617,1190,8807.05,0.03,36.29,319607.72,2.94,17755.98,59,58,3,116,58,30,0.14,2,3,0.1,0.12,4,110,1,0,242.69,0.03,29,82,257,12.24,FALSE
7,1,0,7,0,5,11,11,14,25,100,0.08,12.1,1210,0.03,67.22,3,2,0,4,2,2,0.29,2,1,0.5,0.22,3,6,1,0,8.26,0.5,1,6,9,0,FALSE
14,1,1,14,0,11,20,25,49,74,366.61,0.04,22.73,8332.05,0.12,462.89,11,10,1,20,10,6,0.43,2,2,0.33,0.35,3,21,4,0.6,16.12,0.67,5,17,17,6.67,FALSE
24,12,6,24,0,30,22,54,67,121,689.75,0.05,19.8,13657.11,0.23,758.73,11,6,5,16,8,6,0.25,2.67,4,0.67,0.14,1,20,5,0.8,34.84,0.83,5,16,43,20,FALSE
141,56,24,99,42,79,29,489,567,1056,7133.16,0.01,89.75,640223.79,2.38,35567.99,71,70,13,140,70,36,0.26,2,17,0.47,0.16,0,181,1,0,79.48,0.03,35,147,230,40,FALSE
32,14,37,26,6,26,16,57,66,123,663.26,0.06,17.54,11632.47,0.22,646.25,5,4,4,8,4,3,0.09,2,2,0.67,0.03,1,20,1,0,37.82,0.33,2,19,91,62.32,FALSE
22,1,0,21,1,21,11,33,39,72,360,0.12,8.64,3111.43,0.12,172.86,5,4,5,8,4,3,0.14,2,3,1,0.13,3,15,1,0,41.65,0.33,2,14,24,4.55,FALSE
10,1,0,10,0,5,11,11,17,28,112,0.08,12.1,1355.2,0.04,75.29,5,4,0,8,4,3,0.3,2,1,0.33,0.25,1,9,3,1,9.26,1,2,8,12,0,FALSE
12,1,0,12,0,6,7,8,13,21,77.71,0.21,4.67,362.64,0.03,20.15,3,2,0,4,2,2,0.17,2,1,0.5,0.14,2,6,1,0,16.65,0.5,1,6,14,0,FALSE
8,2,0,8,0,9,9,18,22,40,166.8,0.11,9,1501.17,0.06,83.4,3,2,2,4,2,2,0.25,2,2,1,0.18,1,7,1,0,18.53,0.5,1,7,11,0,FALSE
11,2,0,11,0,11,12,13,20,33,149.28,0.14,7.09,1058.51,0.05,58.81,5,4,1,8,4,3,0.27,2,2,0.67,0.21,3,9,1,0,21.05,0.33,2,8,14,0,TRUE
33,5,0,33,0,47,13,94,105,199,1175.47,0.08,13,15281.13,0.39,848.95,33,30,4,62,31,17,0.52,2.07,10,0.59,0.44,2,77,10,0.56,90.42,0.59,16,62,39,0,FALSE
13,2,0,13,0,8,12,17,25,42,181.52,0.08,12.75,2314.39,0.06,128.58,7,4,2,8,4,4,0.31,2,3,0.75,0.25,0,15,1,0,14.24,0.25,2,13,16,0,FALSE
31,3,1,31,0,41,27,145,364,509,3098.52,0.02,47.74,147935.37,1.03,8218.62,9,8,3,16,8,5,0.16,2,3,0.6,0.14,0,25,1,0,64.9,0.2,4,22,36,3.13,FALSE
66,8,7,66,0,53,31,145,190,335,2141.43,0.02,42.41,90808.6,0.71,5044.92,52,36,13,80,40,28,0.42,2.22,17,0.61,0.34,2,108,22,0.78,50.5,0.79,22,82,82,9.59,FALSE
817,22,51,817,0,787,23,2733,2847,5580,53912.72,0.03,39.94,2153049.88,17.97,119613.86,55,54,13,108,54,28,0.03,2,27,0.96,0.03,2,125,27,0.96,1349.98,0.96,27,99,891,5.88,FALSE
8,2,0,8,0,12,11,31,32,63,284.98,0.07,14.21,4049.15,0.09,224.95,3,2,0,4,2,2,0.25,2,1,0.5,0.18,4,7,1,0,20.06,0.5,1,7,11,0,FALSE
17,1,0,17,0,10,11,13,22,35,153.73,0.14,7.15,1099.18,0.05,61.07,5,4,0,8,4,3,0.18,2,1,0.33,0.16,1,12,1,0,21.5,0.33,2,11,19,0,FALSE
8,1,0,8,0,6,9,7,11,18,70.32,0.19,5.25,369.2,0.02,20.51,3,2,1,4,2,2,0.25,2,1,0.5,0.2,1,7,1,0,13.4,0.5,1,7,10,0,FALSE
24,5,4,24,0,11,13,21,33,54,247.59,0.08,12.41,3072.34,0.08,170.69,8,2,1,4,2,6,0.25,2,2,0.33,0.18,1,16,1,0,19.95,0.17,1,12,34,14.29,FALSE
8,0,0,8,0,5,10,17,24,41,160.18,0.06,17,2723.1,0.05,151.28,5,4,1,8,4,3,0.38,2,3,1,0.33,2,10,1,0,9.42,0.33,2,9,9,0,FALSE
31,9,10,29,2,33,15,57,63,120,670.2,0.08,12.95,8682.08,0.22,482.34,9,8,7,16,8,5,0.16,2,3,0.6,0.1,1,22,1,0,51.73,0.2,4,19,51,29.27,FALSE
74,16,14,65,9,49,23,81,111,192,1184.63,0.05,19.01,22519.97,0.39,1251.11,25,16,7,36,18,14,0.19,2.25,7,0.5,0.13,0,49,5,0.31,62.32,0.36,10,37,105,26.14,FALSE
46,1,0,41,5,23,23,67,111,178,983.19,0.03,33.5,32937,0.33,1829.83,16,6,0,12,6,12,0.26,2,1,0.08,0.25,4,34,6,0.45,29.35,0.5,3,24,48,10.87,FALSE
5,6,8,5,0,13,9,16,20,36,160.54,0.18,5.54,889.14,0.05,49.4,3,2,3,4,2,2,0.4,2,2,1,0.1,1,7,1,0,28.99,0.5,1,7,20,61.54,FALSE
9,2,0,9,0,8,10,12,16,28,116.76,0.13,7.5,875.68,0.04,48.65,3,2,1,4,2,2,0.22,2,2,1,0.17,3,7,1,0,15.57,0.5,1,7,12,0,FALSE
18,2,0,18,0,14,12,30,54,84,394.84,0.08,12.86,5076.47,0.13,282.03,3,2,0,4,2,2,0.11,2,1,0.5,0.1,3,5,1,0,30.71,0.5,1,5,21,0,FALSE
33,16,17,32,1,33,22,193,170,363,2098.63,0.02,64.33,135012.09,0.7,7500.67,11,10,5,20,10,6,0.18,2,2,0.33,0.09,3,30,1,0,32.61,0.17,5,26,67,36,FALSE
33,6,12,32,1,29,17,45,61,106,585.5,0.08,13.19,7722.51,0.2,429.03,7,6,4,12,6,4,0.12,2,4,1,0.08,1,17,1,0,44.39,0.25,3,15,52,28.89,FALSE
18,1,0,18,0,11,15,34,43,77,361.93,0.04,23.18,8390.28,0.12,466.13,9,8,1,16,8,5,0.28,2,2,0.4,0.25,4,22,1,0,15.61,0.2,4,19,20,0,FALSE
21,1,0,20,1,16,17,38,49,87,438.86,0.05,20.19,8859.53,0.15,492.2,11,6,1,16,8,6,0.29,2.67,2,0.33,0.26,3,17,6,1,21.74,1,5,13,23,4.76,FALSE
19,1,0,19,0,15,20,40,59,99,507.8,0.04,26.67,13541.31,0.17,752.29,17,10,0,26,13,9,0.47,2.6,1,0.11,0.43,3,29,9,1,19.04,1,8,22,21,0,FALSE
